local_folder,local_path,filename,detected_title,detected_author,isbn_10,isbn_13,doi,year,publisher,ol_work_key,ol_edition_key,ol_title,ol_author,confidence,status,notes,candidates_json,create_record
DOTS América Latina,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Managing the urban environment - Santo Domingo, DomRep - David Edelman.pdf","Managing the urban environment - Santo Domingo, DomRep - David Edelman.pdf",EXECUTIVE SUMMARY,,,,,2014,"Architecture, Art and Planning, University of Cincinnati, USA from",/works/OL40664230W,/books/OL55280094M,Keystone XL Project Executive Summary,United Government; Michael McGreer,0.601,NOT_FOUND,title=0.63; author=0.00; publisher=0.21; year=exact; runner_up=0.54; margin=0.06,"[{""work_key"": ""/works/OL40664230W"", ""title"": ""Keystone XL Project Executive Summary"", ""author"": [""United Government"", ""Michael McGreer""], ""score"": 0.601}, {""work_key"": ""/works/OL20340711W"", ""title"": ""An Executive Summary of Dan Hurley's 'Smarter"", ""author"": [""A. D. Thibeault""], ""score"": 0.542}, {""work_key"": ""/works/OL41519940W"", ""title"": ""OJJDP Family Listening Sessions Executive Summary"", ""author"": [""U. S. Department U.S. Department of Justice""], ""score"": 0.507}, {""work_key"": ""/works/OL41021014W"", ""title"": ""Reusable Centaur Study, Volume 1 : Executive Summary"", ""author"": [""Convair"", ""Drew Granston""], ""score"": 0.507}, {""work_key"": ""/works/OL40973245W"", ""title"": ""Executive Summary of Jaron Lanier's 'Who Owns the Future?'"", ""author"": [""A. D. Thibeault""], ""score"": 0.472}]",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Rodriguez Vergel 2014Mar13 BRT-OD Bogota Quito.pdf,Rodriguez Vergel 2014Mar13 BRT-OD Bogota Quito.pdf,LINCOLN INSTITUTE OF LAND POLICY,Anna Sant'Anna,,,,2013,©2013 Lincoln Institute of Land Policy,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/s5.pdf,s5.pdf,"Â¿Es la densidad suficiente? AnÃ¡lisis de la relaciÃ³n entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte pÃºblico masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y BogotÃ¡",C. Erik Vergel-Tovar,,,,2011,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/TOD manual spanish.pdf,TOD manual spanish.pdf,TOD manual spanish,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/U Andes David Melendez Th II  Eng 8 Final.pdf,U Andes David Melendez Th II  Eng 8 Final.pdf,David Francisco Meléndez Guevara,David Francisco Melendez Guevara,,,,2014,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/VergelTovar-Busrapidtransit-2022.pdf,VergelTovar-Busrapidtransit-2022.pdf,Bus rapid transit impacts on land uses and development over time in Bogotá and Quito,(s): C. Erik Vergel-Tovar and Daniel A. Rodriguez,,,10.2307/48719780,2022,and is published and sponsored by the University of Minnesota Center for T ransportation Studies.,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2019_DOTS_Una prospectiva para Colombia.pdf,2019_DOTS_Una prospectiva para Colombia.pdf,Julián Rodrigo Quintero-González2,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2019_Potencial_DOTS_TM.pdf,2019_Potencial_DOTS_TM.pdf,"Potencial del Desarrollo Orientado al Transporte como transformador urbano. Caso de estudio: Transmilenio, Bogotá, Colombia, 2019",Ing. Paola M. Cavadía Álvarez,,,,2019,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Colombia,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021-Ciudad, transporte y genero-MFP.pdf","2021-Ciudad, transporte y genero-MFP.pdf","CIUDAD, TRANSPORTE Y GÉNERO: LA MOVILIDAD URBANA EN EL DESARROLLO SOSTENIBLE URBANO DE VILLAVICENCIO",Microsoft Office User,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021_Potencial_DOTS.pdf,2021_Potencial_DOTS.pdf,EVALUANDO EL POTENCIAL DEL DESARROLLO ORIENTADO AL,PC,,,,2021,DEPARTAMENTO:,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2022_Analytics_tool_Simulated_DOTS.pdf,2022_Analytics_tool_Simulated_DOTS.pdf,A SPATIO-TEMPORAL VISUAL ANALYTICS TOOL FOR SIMULATED TRANSPORT,"transport mode (BRT, car, bike, walking) between two zones",,,10.5194/isprs-archives-XLVIII-4-W5-2022-113-2022,2018,"University De Los Andes - Colombia, IMAGINE research group, SUR research group -",,,,,,NOT_FOUND,No Open Library candidates returned,,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21 engish digital 31-10-12.pdf,Bogota 21 engish digital 31-10-12.pdf,Gregor Wessels,,,9789585767409,,2050,German Federal Ministry for Economic Cooperation,,,,,,NOT_FOUND,No Open Library candidates returned,,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21 espanol digital 31-10-12.pdf,Bogota 21 espanol digital 31-10-12.pdf,Gregor Wessels,más de 1.500 acuerdos de cooperación implemen-,,9789585767409,,2050,(GIZ) GmbH implementa en nombre del Ministerio Fe-,,,,,,NOT_FOUND,No Open Library candidates returned,,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21_Towards a worldclass transit-oriented Metropolis.pdf,Bogota 21_Towards a worldclass transit-oriented Metropolis.pdf,Gregor Wessels,,,9789585767409,,2050,German Federal Ministry for Economic Cooperation,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf,Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf,INFORME 3: DIAGNÓSTICO DEL MARCO DE POLÍTICA EN COLOMBIA,SIGMA GP,,,,2019,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Executive_Summary.pdf,Lineamientos para una política nacional DOTS_Executive_Summary.pdf,GUIDELINES FOR A NATIONAL DOTS POLICY IN COLOMBIA,SIGMA GP,,,,2018,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf,Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf,PARA UNA POLÍTICA,el Consorcio SIGMA Gestión de Proyec tos – Despacio.,,,,2018,,/works/OL34733916W,/books/OL47082385M,Doxatismos para una política autopoiética sin fin,Jorge León Casero,0.455,NOT_FOUND,title=0.52; author=0.30; year=exact; runner_up=0.00; margin=0.45,"[{""work_key"": ""/works/OL34733916W"", ""title"": ""Doxatismos para una política autopoiética sin fin"", ""author"": [""Jorge León Casero""], ""score"": 0.455}]",
PMMS Bogota 2023,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf","Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf",Jurídica Distrital,,,,,2023,"de 2020 expedida por el Ministerio de Transporte, en el artículo 486 del",,,,,,NOT_FOUND,No Open Library candidates returned,,
PMMS Bogota 2023,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/DTS.pdf,DTS.pdf,SECRETARÍA DISTRITAL DE MOVILIDAD,que Bogotá Reverdece.,,,,2023,Director Instituto de Desarrollo Urbano,,,,,,NOT_FOUND,No Open Library candidates returned,,
Acuerdo,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/Acuerdo/proyecto-de-acuerdo-pot-2021_concejo.pdf,proyecto-de-acuerdo-pot-2021_concejo.pdf,PROYECTO DE ACUERDO NO. __________ DE 2021,GUICELLA PATRICIA PRADA GOMEZ,,,,2021,"Exige el planeamiento de la escala local, como unidad de organización de los territorios de",,,,,,NOT_FOUND,No Open Library candidates returned,,
Carto,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/Carto/cg-7_actuaciones_estrategicas.pdf,cg-7_actuaciones_estrategicas.pdf,LA CALERA,,,,,2014,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo28-guia_formulacion_actuaciones_estrategicas.pdf,anexo28-guia_formulacion_actuaciones_estrategicas.pdf,DOCUMENTO TÉCNICO DE SOPORTE,Juan Sepulveda,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo29-actuacion_estrategica_reverdecer_sur.pdf,anexo29-actuacion_estrategica_reverdecer_sur.pdf,DOCUMENTO TÉCNICO DE SOPORTE,,,,,1989,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroi_componente_general.pdf,dts_libroi_componente_general.pdf,DOCUMENTO TÉCNICO DE SOPORTE,Lorena Guerrero,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroii_componente_urbano.pdf,dts_libroii_componente_urbano.pdf,DOCUMENTO TÉCNICO DE SOPORTE,Lorena Guerrero,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiii_componente_rural_0.pdf,dts_libroiii_componente_rural_0.pdf,DOCUMENTO TÉCNICO DE SOPORTE,Lorena Guerrero,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiv_instrumentos_072021.pdf,dts_libroiv_instrumentos_072021.pdf,DOCUMENTO TÉCNICO DE SOPORTE,Lorena Guerrero,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_librov_programasproyectos_072021.pdf,dts_librov_programasproyectos_072021.pdf,DOCUMENTO TÉCNICO DE SOPORTE,,,,,2021,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Conpes Movilidad Sostenible,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Conpes Movilidad Sostenible/Conpes_3991.pdf,Conpes_3991.pdf,CONSEJO NACIONAL DE POLÍTICA ECONÓMICA Y SOCIAL,Julian Alfonso Varon Parra,,,,2020,DEPARTAMENTO NACIONAL DE PLANEACIÓN,,,,,,NOT_FOUND,No Open Library candidates returned,,
Otras políticas relacionadas,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Otras políticas relacionadas/05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf,05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf,Transporte Sostenible,"otro lado, actualmente existen 17 millones de vehículos activos que se encuentran",,,,2022,MINISTERIO DE TRANSPORTE,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/2021_estudio_DOT_Metro_de_Bogota.pdf,2021_estudio_DOT_Metro_de_Bogota.pdf,WBG pres to client EMB CL26 TOD,lcanonrubiano@worldbank.org,,,,2021,El Banco Mundial ha contratado a JLL para estructurar un,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Cali.pdf,DOT_Cali.pdf,Presentación de PowerPoint,Hanae Tanaka Tanaka,,,,2016,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Manizales.pdf,DOT_Manizales.pdf,BROCHURE MANIZALES_Final.pdf,ASUS,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_NAMA_Colombia.pdf,DOT_NAMA_Colombia.pdf,Print NAMA,one. The institution will then harvest and nurture the,,,,2015,B.1.9 Contact Person 3 Rodrigo Suárez Castaño - Ministry of Environment and,,,,,,NOT_FOUND,No Open Library candidates returned,,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Plan_Parcial_San_Bernardo.pdf,Plan_Parcial_San_Bernardo.pdf,Datos Generales,tal bogota.gov.co,,,,2022,"Instituto San Bernardo de la Salle, la Estación 11 de la Primera Línea",,,,,,NOT_FOUND,No Open Library candidates returned,,
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,Presentación de PowerPoint,Camilo Urbano,,,,2020,planteadas entre el Ministerio de Vivienda y Desarrollo Sostenible y el Ministerio de,,,,,,NOT_FOUND,No Open Library candidates returned,,
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,INFORME 2: EL DEBER SER DE LA POLÍTICA DOTS – V2,SIGMA GP,,,,2019,Tabla 3. Principios DOT propuestos por el Ministerio de Desarrollo Urbano del Gobierno,,,,,,NOT_FOUND,No Open Library candidates returned,,
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,LINEAMIENTOS PARA UNA POLÍTICA NACIONAL DOTS,SIGMA GP,,,,2018,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/HCMC transport and land use research.pdf,HCMC transport and land use research.pdf,CE08-32-34.0,,,,,2008,The city’s rapid development provoked the World Bank in 1994 to fund the preparation of an,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,Establishing the conditions for effective transit-oriented development in China: the case of Dalian,Rui Mu,,,10.1016/j.jtrangeo.2012.02.010,2004,"a Delft University of Technology, Jaffalaan 5, 2628 BX Delft, The Netherlands",,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1411_727_Final July 2008 07.pdf,1411_727_Final July 2008 07.pdf,Land Lines,,,,,2008,j u ly 2 0 0 8 • Land Lines • LincoLn institute of Land PoLicy ,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/2007TODCaseStudies.pdf,2007TODCaseStudies.pdf,"Income, Ethnically Diverse Neighborhoods",Sam Zimmerman-Bergman,,,,2007,and the Surdna Foundation,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/abc dutch planning.pdf,abc dutch planning.pdf,01-ABCpolicy,,,,,1989,"laid down in a work document on parking policy published by the Ministry of Transport (1991), the so-",,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,"5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf","Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf","RCED-83-24 Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds",THE U.S. GENERAL ACCOUNTING OFFICE,,,,1983,The Department of Transportation’s policy,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Columbia Heights case.pdf,Columbia Heights case.pdf,0-Cover-ExecSum.indd,,,,,2004,Parcel 24 Dance Institute,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,The reshaping of land use and urban form in Denver through transit-oriented development,Keith A. Ratner,,,10.1016/j.cities.2012.08.007,2012,"a Department of Geography, Salem State University, Salem, MA, United States",,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/LAND TAX Jerry Jones M Star 1 Feb 06.pdf,LAND TAX Jerry Jones M Star 1 Feb 06.pdf,LAND TAX Jerry Jones M Star 1 Feb 06,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land use europe technical_report_9_2007.pdf,land use europe technical_report_9_2007.pdf,Land use scenarios for Europe — Qualitative and quantitative analysis on a European scale,Dr. Axel Volkery,,9789291679270,,2007,Commission or other institutions of the European Communities. Neither the European Environment,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land-use-regulations-USA.pdf,land-use-regulations-USA.pdf,BrkgsResBrfPendall2.qxd (Page 1),,,,,2006,,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Measuring Equity in Transit-Oriented Development_ Application to.pdf,Measuring Equity in Transit-Oriented Development_ Application to.pdf,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,Beryl Oranga,,,,2015,SIT Graduate Institute/SIT Study Abroad,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/property tax sprawl hpd_1701_goodman.pdf,property tax sprawl hpd_1701_goodman.pdf,30599_Cvr_,Ann McCollum,,,,2001,© 2006 FANNIE MAE FOUNDATION. ALL RIGHTS RESERVED.,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD-infrastructure-financing-report-2013.pdf,TOD-infrastructure-financing-report-2013.pdf,Infrastructure Financing Options for Transit-Oriented Development,US EPA | Office of Sustainanble Communities | Smart Growth,,,,,A. Special Assessment District: New York Ave -Florida Ave -Gallaudet University Metrorail Station .18,,,,,,NOT_FOUND,No Open Library candidates returned,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/WMATA-TOD-Presentation072213.pdf,WMATA-TOD-Presentation072213.pdf,Microsoft PowerPoint - TOD Presentation to Md Sust Growth (7-22-2013),,,,,2013,Presentation to the Maryland Sustainable Growth Commission,,,,,,NOT_FOUND,No Open Library candidates returned,,
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport challenges for research and policy making.pdf,land use and transport challenges for research and policy making.pdf,12 December 2000,Antoine,,,,2000,National Institute of Public Health and the Environment (RIVM),/works/OL11591796W,/books/OL19487629M,The Dame Margot Fonteyn collection,Margot Fonteyn,0.245,NOT_FOUND,title=0.16; author=0.38; publisher=0.17; year=exact; runner_up=0.24; margin=0.01,"[{""work_key"": ""/works/OL11591796W"", ""title"": ""The Dame Margot Fonteyn collection"", ""author"": [""Margot Fonteyn""], ""score"": 0.245}, {""work_key"": ""/works/OL45742251W"", ""title"": ""OSCE- Japan conference 2000 \""Comprehensive Security in Central Asia - Sharing OSCE and Asian Experiences\"" Tokyo, 11-12 December 2000"", ""author"": [""Organization for Security and Co-operation in Europe. Secretary General"", ""Japan) OSCE- Japan Conference 2000 \""Comprehensive Security in Central Asia - Sharing OSCE and Asian Experiences (2000 Tokyo""], ""score"": 0.239}]",
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport planning New Zealand.pdf,land use and transport planning New Zealand.pdf,RR 333. Integrating Land Use and Transport Planning,tion of its funds on research that contributes to this objective.,,9780478287462,,2007,"J Dixon, University of Auckland",,,,,,NOT_FOUND,No Open Library candidates returned,,
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/TODandEmploymentFINALMay2011.pdf,TODandEmploymentFINALMay2011.pdf,Transit-Oriented Development,,,,,2011,"America and the Federal Transit Administration (FTA), U.S. Department of",/works/OL32094957W,/books/OL43826858M,Urban transformation,Ronald A. Altoon,0.394,NOT_FOUND,title=0.38; author=0.00; publisher=0.22; year=exact; runner_up=0.00; margin=0.39,"[{""work_key"": ""/works/OL32094957W"", ""title"": ""Urban transformation"", ""author"": [""Ronald A. Altoon""], ""score"": 0.394}]",
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,Public Disclosure Authorized,World Bank Group,,,,2017,© 2017 International Bank for Reconstruction and Development / The World Bank,,,,,,NOT_FOUND,No Open Library candidates returned,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_bibliografia_glosario_creditos.pdf,DOTS_bibliografia_glosario_creditos.pdf,DOTS_bibliografia_glosario_creditos,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_Quienes_Participan_Agradecimientos.pdf,DOTS_Quienes_Participan_Agradecimientos.pdf,DOTS_Quienes_Participan_Agradecimientos,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion1_porque_importante.pdf,DOTS_seccion1_porque_importante.pdf,DOTS_seccion1_porque_importante,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_a_que_es.pdf,DOTS_seccion2_a_que_es.pdf,DOTS_seccion2_a_que_es,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_b_que_es.pdf,DOTS_seccion2_b_que_es.pdf,DOTS_seccion2_b_que_es,,,,,,,,,,,,NOT_FOUND,No Open Library candidates returned,,
